,open,high,low,close,volume,value
2021-09-27 09:00:00,52798000.0,53800000.0,51747000.0,51834000.0,4963.31808383,262697515793.77594
2021-09-28 09:00:00,51831000.0,52103000.0,50222000.0,50309000.0,6216.15486117,318673200792.9927
2021-09-29 09:00:00,50309000.0,51799000.0,49924000.0,50800000.0,5199.8520123,265067157875.95703
2021-09-30 09:00:00,50800000.0,53673000.0,50731000.0,53523000.0,6716.78034563,353760846438.2255
2021-10-01 09:00:00,53523000.0,58582000.0,53070000.0,58348000.0,9344.90787537,526629015325.6079
2021-10-02 09:00:00,58348000.0,58999000.0,57660000.0,58228000.0,4852.96858036,283012282143.45593
2021-10-03 09:00:00,58238000.0,59390000.0,57250000.0,58567000.0,4489.39578954,262002063227.56482
2021-10-04 09:00:00,58466000.0,60331000.0,57346000.0,60020000.0,6699.98876873,392304690362.0932
2021-10-05 09:00:00,60020000.0,62500000.0,59547000.0,61666000.0,9846.15636431,596248479174.788
2021-10-06 09:00:00,61666000.0,67636000.0,61113000.0,67000000.0,13462.73768824,864584706843.0698
2021-10-07 09:00:00,66998000.0,67290000.0,65265000.0,65500000.0,8828.33453547,584191782622.2512
2021-10-08 09:00:00,65501000.0,68200000.0,65151000.0,65951000.0,8405.272394,559268632990.6614
2021-10-09 09:00:00,65951000.0,67731000.0,65659000.0,67057000.0,5042.25221793,337726926141.7395
2021-10-10 09:00:00,67057000.0,69023000.0,66350000.0,67801000.0,5559.81442292,375920524221.4952
2021-10-11 09:00:00,67801000.0,71600000.0,67547000.0,70921000.0,9404.74824492,657471668000.4491
2021-10-12 09:00:00,70954000.0,71368000.0,67558000.0,69164000.0,8980.82152047,628672206653.5323
2021-10-13 09:00:00,69188000.0,70700000.0,66865000.0,69857000.0,8568.72701657,587847809013.9847
2021-10-14 09:00:00,69857000.0,71470000.0,69400000.0,69783000.0,6362.57109584,447309084626.59393
2021-10-15 09:00:00,69784000.0,76721000.0,69420000.0,75688000.0,15661.24926397,1145452749698.3083
2021-10-16 09:00:00,75688000.0,76370000.0,73950000.0,74806000.0,7825.0005115,589288907263.0604
2021-10-17 09:00:00,74806000.0,76200000.0,74008000.0,75933000.0,5403.94853669,404990697637.63635
2021-10-18 09:00:00,75933000.0,77276000.0,74193000.0,76546000.0,8312.73781879,632688540533.9479
2021-10-19 09:00:00,76541000.0,79285000.0,75925000.0,78776000.0,9018.17095087,696401614018.545
2021-10-20 09:00:00,78776000.0,81750000.0,78001000.0,79917000.0,14472.09742285,1152411111515.1873
2021-10-21 09:00:00,79919000.0,80811000.0,76324000.0,76396000.0,15551.93334613,1225371802278.793
2021-10-22 09:00:00,76396000.0,77640000.0,74123000.0,74364000.0,11856.84444258,903371302135.1926
2021-10-23 09:00:00,74350000.0,75580000.0,73247000.0,74830000.0,7080.04234866,529341477417.07855
2021-10-24 09:00:00,74830000.0,75530000.0,73635000.0,74501000.0,6110.3785988,454814496440.7718
2021-10-25 09:00:00,74501000.0,77024000.0,74210000.0,76200000.0,6856.57775992,521225048265.0583
2021-10-26 09:00:00,76250000.0,76480000.0,73002000.0,73293000.0,8258.18143151,619824450361.118
2021-10-27 09:00:00,73293000.0,74200000.0,70180000.0,71845000.0,14503.8250321,1053620820854.7567
2021-10-28 09:00:00,71833000.0,74707000.0,71028000.0,73122000.0,8654.62147862,630325919861.4268
2021-10-29 09:00:00,73028000.0,75405000.0,72676000.0,74568000.0,7156.5495444,529148496573.07806
2021-10-30 09:00:00,74568000.0,74748000.0,72910000.0,73413000.0,6019.3726361,443974248919.1151
